price,bedrooms,bathrooms,addr,lat,lng
"10,950",2,2,188 E 64th St #3803,40.764593,-73.964821
"2,700",1,1,10 Saint Marks Pl #4C,40.7290494,-73.9893875
"2,475",2,1,654 W 161st St #4E,40.837233,-73.9451616
"1,999",1,3,920 Riverside Dr #21A,40.8388036,-73.9454507
"2,690",1,1,126 Macdougal St #3C,40.7299757,-74.0002154
"35,950",3,3,23 E 22nd St #8A,40.7403115,-73.9881727
"2,292",1,1,419 E 82nd St #4D,,
"3,835",1,3,450 W 17th St #28509,,
"2,458",1,1,824 9th Ave #4RN,40.7660018,-73.9868879
"2,595",1,1,358 W 45th St,40.759922,-73.990776
"3,804",2,1,128 2nd Ave #C3,40.7282691,-73.9874902
"5,030",3,2,200 Rector Pl #8B,40.7086444,-74.0161953
"3,700",1,1,20 Pine St #515,,
"4,200",2,1,400 E 70th St #206,40.7661506,-73.9568006
"3,450",1,1,339 E 58th St #2-A,40.7595174,-73.9631435
"2,250",1,3,350 E 30th St #3B,,
"3,295",3,1,9 W 110th St #4,40.7975057,-73.950064
"2,975",2,1,322 E 4th St #1RR,39.5575127,-84.2989137
"2,645",1,3,408 E 92nd St #24D,40.7803691,-73.9463049
"3,600",1,1,245 E 63rd St #1017,,
"3,350",1,1,85 John St #4N,,
"8,295",3,3,301 E 47th St #18M,40.7530784,-73.9694995
"2,262",1,3,11 Waverly Pl #11N,,
"3,850",1,1,801 Amsterdam Ave #4D,40.796088,-73.9685192
"4,995",2,2,50 E 96th St #5A,40.7869027,-73.953944
"5,900",2,2,415 E 37th St #33A,40.7456286,-73.971305
"4,975",3,2,460 W 20th St #7H,40.7454814,-74.0053929
"3,900",2,1,167 8th Ave #5E,,
"2,900",1,3,60 W 57th St #16G,40.7638335,-73.9771344
"2,700",2,1,615 Fort Washington Ave #6C,40.8556937,-73.9370064
"3,295",2,1,155 E 38th St #15E,40.7485389,-73.976428
"3,391",3,1,605 W 137th St #25,40.8218961,-73.9547843
"6,457",2,2,125 W 31st St #54A,,
"2,250",1,1,421 E 81st St #2,40.7732955,-73.9503085
"2,500",2,1,543 E 5th St #3,40.2358235,-83.3604952
"2,200",1,3,460 E 79th St #15C,40.7712538,-73.950858
"13,950",4,3,54 W 88th St #A,40.7872699,-73.9705086
"3,985",1,3,188 Ludlow St #6K,40.7220991,-73.9870452
"3,900",1,1,71 W 12th St #3F,,
"2,595",1,1,250 W 105th St #7E,,
"2,308",2,1,431 E 9th St #2,40.7277767,-73.9833735
"1,795",1,3,739 W 186th St #1E,40.8540212,-73.9360471
"29,000",4,4,93 Worth St #7,,
"2,262",2,1,34 E 7th St #3C,,
"2,345",1,1,305 W 123rd St #3,40.8091642,-73.9524294
"2,300",1,1,11 Saint Marks Pl #4,,
"3,000",1,1,245 E 35th St #4G,,
"2,650",1,1,100 W 106th St #4S,40.7992406,-73.9632933
"7,300",2,2,2373 Broadway #1606,40.7888558,-73.9765564
"3,250",1,1,303 E 37th St #4L,,
"6,500",2,2,60 E 8th St #16K,,
"3,250",1,3,2 Charles St #1,,
"5,500",3,2,42 Morton St #3A,40.730638,-74.0052296
"3,600",1,1,207 W 10th St #D,44.2716893,-88.2773571
"3,450",2,1,229 W 101st St #3A,40.7981069,-73.9697755
"2,100",1,3,262 W 22nd St #1,,
"2,750",2,1,236 E 77th St #14,40.7722725,-73.9571437
"2,850",1,1,88 W 3rd St #1B,,
"2,275",1,3,514 E 5th St #6,,
"2,300",1,3,321 E 48th St #3L,40.7533596,-73.9682753
"1,920",1,3,56 W 106th St #4C,40.798614,-73.962131
"1,550",1,1,473 W 158th St #3,40.8330406,-73.940057
"2,900",1,3,253 W 16th St #6I,40.7409745,-74.0007855
"2,875",1,1,469 W 57th St #4D,40.7692072,-73.9880154
"5,295",4,1,14 Bedford St #2,,
"4,995",1,1,280 Park Ave S #24E,44.9769732,-93.2597301
"6,230",2,2,380 Rector Pl #14G,40.70924,-74.0180757
"35,000",4,5,502 Park Ave #28,,
"4,500",2,1,110 W 96th St #7C,,
"2,495",1,3,317 W 88th St #6,,
"2,000",1,3,440 W 41st St #7J,40.7582663,-73.9948447
"7,175",2,2,400 Chambers St #25632,40.7177114,-74.0150499
"3,700",1,1,70 E 12th St #6C,40.7327347,-73.9903844
"6,500",1,1,13 E 9th St #3REAR,40.7326043,-73.9949107
"3,150",1,1,250 S End Ave #2D,34.0579315,-117.7239316
"2,361",1,1,324 E 61st St #2RE,,
"4,295",2,1,344 W 14th St #E3,40.740336,-74.004665
"2,975",1,1,300 E 46th St #16G,40.7521195,-73.9701798
"2,950",2,1,416 E 89th St #3F,40.7783086,-73.9473104
"2,375",1,3,79 E 32nd St #3G,40.7459653,-73.9826536
"4,790",1,1,400 Chambers St #25655,40.7177114,-74.0150499
"2,295",1,1,262 E 2nd St #6E,,
"2,031",1,1,639 W 173rd St #9C,40.8450237,-73.9394308
"1,985",1,1,639 W 173rd St #2B,40.8450237,-73.9394308
"2,495",2,1,409 W 52nd St #3W,40.7651603,-73.9884992
"5,950",3,2,44 W 75th St #1BB,,
"2,700",1,1,334 W 46th St #3R,40.7601962,-73.9893445
"3,100",1,1,207 E 14th St #2C,40.7332341,-73.9863498
"1,900",1,1,255 E 61st St #3B,40.7620027,-73.9637567
"2,350",3,1,503 W 176th St #19,40.8453099,-73.9336625
"2,220",1,1,24 Mott St #5,40.7144679,-73.9986722
"8,490",2,2,505 W 29th St #26149,,
"1,850",1,1,579 W 215th St #2E,40.8719022,-73.9186231
"6,295",4,1,58 3rd Ave #4,,
"2,658",2,1,21 W 106th St #4A,,
"3,595",1,3,100 W 26th St #12H,40.7447992,-73.9919171
"2,200",3,1,248 Sherman Ave #7,40.8664231,-73.9193632
"6,600",1,1,40 Central Park S #8B,35.434219,-97.4078234
"2,650",1,3,7 E 14th St #824,40.735795,-73.9925067
"5,600",1,1,40 E 94th St #25C,,
"4,300",1,1,325 Lexington Ave #14B,40.7491949,-73.9773516
"2,375",1,3,235 E 40th St #12I,40.7491571,-73.973637
"2,250",1,3,230 Riverside Dr #3J,40.795468,-73.975299
"1,800",2,1,2102 Amsterdam Ave #3A,,
"2,465",1,1,328 W 77th St #7,40.7833602,-73.9834327
"3,900",1,1,111 Worth St #10B,40.7159388,-74.0033414
"8,000",2,2,1049 5th Ave #6B,40.7810879,-73.9598154
"1,950",1,3,66 W 89th St #1F,40.7880155,-73.9702612
"4,450",2,1,301 E 47th St #9L,40.7530784,-73.9694995
"1,945",1,3,150 Orchard St #4D,40.7206335,-73.9886725
"2,379",2,1,234 E 116th St #17,40.7971943,-73.9387383
"3,400",2,1,304 W 92nd St #6Q,40.7927491,-73.9758191
"3,583",3,2,23 E 109th St #5H,,
"2,825",1,1,23 W 74th St #3B,40.7782206,-73.9760202
"2,300",2,1,289 Pleasant Ave #3,43.6693896,-70.1888246
"2,399",1,1,516 E 88th St #1B,40.7767576,-73.945257
"3,150",1,1,345 E 80th St #26E,40.7734427,-73.9523568
"2,795",1,3,15 Stanton St #4B,40.7223698,-73.9922789
"2,595",1,1,90 Elizabeth St #12A,40.718246,-73.9956795
"1,900",2,1,255 Audubon Ave #2C,40.84639,-73.933672
"3,050",2,1,478 3rd Ave #4D,40.6708878,-73.9918587
"2,475",1,3,121 E 31st St #2C,40.7449109,-73.9815716
"2,658",1,1,344 E 55th St #3B,40.7571153,-73.9646451
"3,000",1,1,165 Christopher St #LV,40.7330223,-74.0089528
"3,500",1,1,200 E 72nd St #9H,,
"1,650",1,1,90 Ellwood St #6D,,
"2,649",1,1,11 Stanton St #1C,40.7224384,-73.9924375
"15,000",2,2,257 W 17th St #4D,40.7415587,-74.0003399
"4,200",1,1,45 Park Ave #405,40.7486332,-73.9797129
"2,150",1,1,322 E 81st St #2FE,,
"3,595",2,3,371 Madison St #4419,40.7137303,-73.9813989
"2,383",2,1,325 Wadsworth Ave #C1,,
"2,675",1,2,306 E 93rd St #3D,,
"3,895",4,1,571 W 139th St #1,,
"4,995",3,2,275 W 22nd St #A-1,40.744594,-73.998305
"3,162",3,2,854 W 180th St #4A,,
"4,995",2,2,630 Hudson St #3F,40.7383844,-74.0052732
"6,000",1,1,450 W 17th St #1004,40.7436578,-74.0063783
"2,095",2,1,103 Seaman Ave #3B,40.8682307,-73.9240198
"3,800",2,1,316 W 39th St #3W,,
"2,775",1,3,666 W End Ave #8E,40.7928404,-73.9747781
"4,520",2,2,90 West St #2M,40.709938,-74.0144023
"2,665",1,3,340 E 34th St #9E,,
"3,495",2,1,151 Ridge St #4A,,
"2,825",1,3,666 W End Ave #12CA,40.7928404,-73.9747781
"2,016",1,3,135 E 50th St #2J,40.7564328,-73.9717095
"7,295",4,2,229 E 24th St #5,40.7391091,-73.9812122
"9,500",3,3,125 W 78th St #1,,
"3,495",2,1,167 W 81st St #2D,,
"2,650",2,1,602 W 146th St #23-604,,
"4,000",3,2,202 W 107th St #1R,40.8010992,-73.9657388
"1,800",1,3,2166 Frederick Douglass Blvd #5E,40.8048057,-73.954739
"3,050",2,1,437 W 46th St #2RW,40.7617645,-73.992122
"2,291",2,1,135 Haven Ave #A3,,
"2,750",1,1,142 E 27th St #5A,40.741558,-73.9824019
"3,125",2,1,228 Avenue B #20,,
"3,208",4,1,135 Haven Ave #BS5,40.8219694,-73.6871062
"4,150",2,3,371 Madison St #4513,40.7137303,-73.9813989
"2,800",1,1,2 W 16th St #G2,40.7373805,-73.9932267
"1,750",1,1,2304 Adam Clayton Powell Jr Blvd #1B,40.8157461,-73.9438815
"2,750",1,1,223 E 14th St #32,40.7331146,-73.9860812
"2,175",1,1,523 9th Ave #2C,40.7567487,-73.9942252
"7,000",1,1,15 Park Ave #1A,40.747546,-73.9806799
"3,350",1,1,330 E 49th St #7J,,
"2,495",1,3,225 Central Park W #514,40.7830184,-73.9714062
"5,495",1,1,45 Park Ave #1402,40.7486332,-73.9797129
"2,950",1,1,140 E 46th St #10R,40.7536593,-73.9739914
"2,850",1,3,90 Washington St #23F,,
"5,533",2,2,35 W 33rd St #21D,40.748782,-73.9868113
"2,900",1,3,350 E 82nd St #3D,,
"3,000",1,1,45 W 67th St #12E,40.7741974,-73.980659
"2,150",1,3,882 Lexington Ave #1A,40.7664934,-73.9653708
"2,250",1,1,236 E 82nd St #4B,40.7754414,-73.954507
"5,450",2,2,111 Worth St #20M,,
"3,378",3,2,3149 Broadway #10,40.8143957,-73.9596982
"2,700",3,1,446 W 164th St #17,40.836676,-73.938181
"2,149",1,3,624 E 11th St #3D,,
"1,950",1,3,70 Kenmare St #12,,
"2,910",1,1,33 W End Ave #2G,,
"2,925",1,3,30 E 37th St #7G,40.7492047,-73.9809436
"1,825",1,3,455 E 118th St #5,40.7965371,-73.9326131
"4,500",2,1,400 E 54th St #20A,,
"3,700",1,1,85 E End Ave #11N,44.2391689,-94.9671514
"2,500",2,2,2132 2nd Ave #2D,40.7929291,-73.9404105
"4,550",2,1,301 E 47th St #9H,40.7530784,-73.9694995
"3,895",4,1,560 W 126th St,40.815897,-73.957595
"4,405",2,2,205-235 E 95th St #A9K,40.784169,-73.9479526
"2,595",1,1,246 Manhattan Ave #4C,40.80134,-73.9591832
"4,450",3,2,123 W 93rd St #8G,,
"9,800",4,3,247 W 87th St #19,40.788883,-73.9755519
"2,495",1,3,40 Gold St #5-E,40.7087286,-74.0057203
"3,100",2,1,224 Avenue B #13,44.4590704,-101.6187674
"2,750",2,1,105 Macdougal St #17,40.729853,-74.000994
"2,695",1,1,106 Fulton St #8B,40.7097029,-74.0070071
"3,295",2,1,106 Fulton St #8G,40.7097029,-74.0070071
"3,750",1,1,208 E 60th St #3,40.7617512,-73.9656749
"2,795",1,1,180 Prince St #20,,
"3,500",2,1,32 W 132nd St #3,40.8112034,-73.9403955
"3,295",1,1,505 E 79th St #7G,40.7712373,-73.9494995
"2,350",1,1,330 E 11th St #15,40.7295889,-73.9849695
"3,438",2,1,100 Maiden Ln #2405,40.7066721,-74.007157
"5,395",1,1,10 Jones St #6G,,
"15,000",2,2,520 W 28th St #22,40.7511711,-74.00271
"3,395",2,1,214 W 92nd St #77B,,
"5,600",3,1,29 5th Ave #A,40.7330821,-73.9953577
"2,500",1,3,211 E 35th St #10D,40.7462931,-73.9768731
"3,163",1,1,336 Lexington Ave #3,40.7497788,-73.9775562
"3,790",3,1,2647 Broadway #7N,,
"1,700",1,1,523 W 174th St #2R,40.8440286,-73.9352531
"5,500",1,1,37 Gramercy Park E #B,,
"2,495",1,3,133 W 71st St #3D1,40.7773842,-73.9802998
"5,195",2,1,145 W 71st St #5195,40.7775073,-73.980594
"2,650",1,3,400 Central Park W #9U,40.7940232,-73.9632109
"1,950",1,3,530 E 89th St #1-D,40.7771428,-73.9444842
"2,500",1,1,516 E 78th St #6G,40.7700806,-73.9497454
"3,583",1,1,160 E 88th St #6J,40.7805345,-73.9543962
"5,700",2,2,200 Riverside Blvd #5M,,
"3,964",1,1,229 W 60th St #7T,40.7719132,-73.9886502
"1,995",1,3,336 E 6th St #1FW,,
"5,500",2,2,242 E 25th St #11A,,
"6,000",1,1,230 W 56th St #49D,40.7655052,-73.9824474
"3,295",2,1,100 Maiden Ln #715,40.7066721,-74.007157
"2,500",1,1,330 E 49th St #2A,,
"2,600",1,3,106 Cps #4H,40.7656545,-73.9768438
"3,900",1,1,19 Saint Marks Pl #5C,40.7292319,-73.9886504
"2,835",3,2,346 E 120th St #4C,40.7986624,-73.9342273
"1,995",1,3,546 Main St #706,,
"4,100",2,1,330 E 63rd St #4E,,
"9,250",2,2,21 Astor Pl #5B,,
"5,500",1,2,188 E 64th St #902,40.764593,-73.964821
"3,500",1,1,445 E 80th St #5F,,
"1,900",1,1,568 9th Ave #2F,40.757888,-73.992664
"5,800",2,2,445 E 80th St #10-C,,
"2,250",1,3,128 E 85th St #3B,,
"4,995",4,1,560 Main St #482,40.7463986,-74.3944813
"3,995",1,1,313 W 22nd St #LD,40.7450412,-73.9994302
"2,500",1,1,336 W 49th St #1RE,,
"4,100",2,1,508 Greenwich St #4,,
"4,650",1,1,245 E 63rd St #301,40.7634173,-73.9628523
"3,575",3,1,1274 Amsterdam Ave #1,40.8113136,-73.9581736
"2,803",1,1,854 8th Ave #3-B,40.7630794,-73.9852664
"2,395",2,1,337 E 49th St #14,40.7538149,-73.9674258
"4,295",1,1,250 W 19th St #15M,40.7421019,-73.9989642
"2,500",1,1,116 Mott St #10,,
"4,800",2,1,80 Varick St #4D,40.7234976,-74.0058881
"6,300",2,2,12-14 W 68th St #12,40.7738574,-73.9784892
"2,800",1,1,785 W End Ave #3E,,
"8,450",4,2,446 W 38th St #6,,
"3,035",1,3,405 Main St #28785,29.7612017,-95.3612393
"2,775",2,1,15 W 116th St #7A,,
"2,195",1,1,811 Lexington Ave #4A,,
"1,950",1,3,203-205 W 119th St #6E,40.805646,-73.951702
"5,105",1,1,180 W 20th St #26503,40.7419449,-73.9966639
"3,000",1,3,35 Grove St #4A,42.2259948,-71.5208464
"2,675",1,3,166 E 63rd St #10L,,
"2,307",1,1,963 1st Ave #4B,40.755786,-73.965175
"2,100",1,3,243 W 63rd St #1D,,
"8,995",3,2,40 Harrison St #TH366A,40.7191115,-74.0108824
"9,995",2,2,1 Morton Sq #4CWE,,
"9,100",3,3,247 W 87th St,40.788883,-73.9755519
"4,895",1,1,80 N Moore St #8010J,40.7199811,-74.0107642
"2,375",1,3,250 W 100th St #1107,40.7974208,-73.970798
"3,700",1,1,255 E 49th St #21A,40.7545711,-73.969248
"5,295",2,1,310 Greenwich St #3104D,40.7176569,-74.0110387
"3,600",3,1,450 W 58th St #3L,40.7692249,-73.9869858
"4,200",1,1,20 West St #14G,,
"4,995",2,1,222 E 11th St #4,40.730676,-73.987674
"1,985",1,3,1322 2nd Ave #1B,,
"2,495",1,3,350 W 53rd St #2I,,
"2,350",1,3,5 Tudor City Pl #B11,40.7479794,-73.9708635
"4,650",1,3,261 Hudson St #35336,,
"4,795",1,1,310 Greenwich St #31014D,40.7176569,-74.0110387
"1,625",1,1,961 Saint Nicholas Ave #5R,40.8335718,-73.9407786
"3,204",1,1,250 W 85th St #6H,40.7877029,-73.9776331
"4,395",1,1,40 Harrison St #4027E,40.7191115,-74.0108824
"2,795",1,1,553 2nd Ave #4F,40.7427035,-73.9777296
"3,350",2,1,244 E 21st St #14,,
"3,295",1,1,200 Rector Pl #8D,40.7086444,-74.0161953
"3,900",1,1,22 W 15th St #7A,40.7370787,-73.9946078
"4,500",2,2,502 9th Ave #6B,40.755926,-73.9941005
"3,950",3,1,626 10th Ave #6B,40.7611283,-73.9940431
"7,500",1,2,200 W 20th St,40.7422277,-73.997465
"3,800",4,2,501 E 118th St #5A,40.7963543,-73.9318385
"3,575",1,2,461 Avenue Of The Americas #1A,40.7353195,-73.9985524
"7,000",3,2,110 W 86th St #11A,40.786459,-73.9727516
"3,200",1,1,230 E 79th St #3E,40.7735416,-73.9561494
"1,900",1,3,338 E 53rd St #2A,40.7559581,-73.9657201
"9,500",3,1,6 W 14th St #4A,40.7359622,-73.9943661
"3,050",1,1,200 E 87th St #14A,40.7792471,-73.9532219
"2,875",1,1,480 Central Park W #5A,41.5458123,-90.5797453
"6,000",3,2,155 E 75th St #3W,40.7723189,-73.9604141
"3,000",1,1,339 E 57th St #5E,40.7588372,-73.9634907
"3,200",1,1,230 E 79th St #10E,40.7735416,-73.9561494
"3,250",2,1,14 Bedford St #8,40.7291666,-74.0033613
"3,162",3,1,512 E 80th St #7-A,40.7714876,-73.9490747
"2,500",1,1,150 W 73rd St #5,,
"4,295",1,1,310 Greenwich St #31032E,40.7176569,-74.0110387
"8,500",3,2,15 W 55th St #7B,40.7622211,-73.9757064
"4,395",1,1,1 Irving Pl #V26C,40.7348011,-73.9890846
"4,895",2,1,40 Harrison St #403K,40.7191115,-74.0108824
"5,200",1,1,20 Pine St #2505,44.4797523,-73.2148957
"8,000",3,2,200 Riverside Blvd #15A,,
"4,895",1,1,80 N Moore St #8014K,40.7199811,-74.0107642
"5,095",2,1,40 Harrison St #403D,,
"3,500",1,3,133 W 22nd St #11A,40.7430626,-73.9946591
"18,000",3,3,250 West St #9G,,
"6,495",2,2,40 Harrison St #4024H,40.7191115,-74.0108824
"9,250",2,2,505 Greenwich St #1B,,
"3,395",1,1,40 Harrison St #TH328A,,
"2,600",2,1,206 E 124th St #4B,40.8025995,-73.9358093
"4,000",2,2,352 W 110th St #9C,40.8011661,-73.9603674
"3,295",1,3,30 Christopher St #4A,40.733711,-74.000924
"3,466",1,1,1501 Lexington Ave #6KK,40.7862659,-73.950308
"7,200",2,2,416 W 52nd St #719,,
"3,075",4,1,517 W 180th St #20,40.8479155,-73.9319806
"3,750",1,1,311 E 71st St #6F,40.7679359,-73.9578525
"3,795",1,1,10 Barclay St #22D,,
"2,995",2,1,79 Clinton St #2AK,40.718932,-73.9852922
"3,300",2,1,330 E 58th St #2F,40.7591992,-73.9634617
"2,595",1,1,248 W 102nd St #4A,40.7986616,-73.9699321
"2,250",1,1,14 Orchard St #5D,,
"8,045",4,2,915 W End Ave #601,40.800897,-73.969492
"2,350",1,1,646 10th Ave #4A,,
"2,650",2,1,320 E 92nd St #4RE,40.780995,-73.947908
"2,875",1,4,10 Christopher St #6A,,
"2,750",1,1,245 W 51st St #512,,
"2,200",1,4,157 E 85th St #4C,40.7787204,-73.9553686
"3,500",3,1,9 Cabrini Blvd #4C,40.8488202,-73.9408438
"5,600",2,2,555 W 23rd St #N5F,30.1897221,-85.668755
"2,150",1,1,307 E 81st St #3FW,,
"5,083",3,2,350 E 13th St #6,40.7307129,-73.983725
"2,695",1,1,178 7th Ave #D3,40.7426728,-73.9970723
"2,550",1,1,120 E 90th St #4J,40.7820767,-73.9541161
"8,250",2,2,101 W 79th St #29B,,
"2,750",1,1,159 W 75th St #1-F,40.7804862,-73.9795235
"2,595",1,1,122 Allen St #4,,
"7,695",4,2,115 W 73rd St #9D,,
"3,808",3,1,405 E 12th St #7,37.0237058,-94.7315576
"7,500",2,2,134 E 93rd St,40.7839082,-73.9526021
"4,795",1,1,310 Greenwich St #31014G,40.7176569,-74.0110387
"2,645",1,3,15 Park Row #21H,,
"3,495",2,1,474 9th Ave #3D,40.7548446,-73.9949077
"19,000",1,4,77 Mercer St,40.7227749,-74.0004517
"3,095",2,1,357 W 37th St #4B,40.7552372,-73.9945365
"3,995",2,1,114 Ridge St #5A,42.4267612,-71.1589672
"4,700",2,2,315 Riverside Dr #1B,40.800728,-73.9709295
"5,300",2,2,303 Greenwich St #5H,,
"3,615",1,1,15 Park Row #25F,40.7111576,-74.0078404
"3,550",2,1,412 W 25th St #1D,,
"15,750",2,2,55 Thompson St #701,40.7240257,-74.0035924
"8,250",2,2,188 E 70th St #23A,40.7684633,-73.9619468
"2,350",1,1,329 E 83rd St #3C,40.7754787,-73.951562
"3,200",2,1,148 W 17th St #2B,40.7399803,-73.9976307
"1,900",1,3,330 E 49th St #TH3,40.7536955,-73.967654
"3,200",2,1,1 Cabrini Blvd #1B,40.8483734,-73.9410054
"5,150",2,2,235 W End Ave #4F,40.7790781,-73.9854336
"3,650",1,1,429 E 52nd St #31J,40.7547951,-73.9640963
"3,600",1,1,16-18 Charles St #3N,41.9414238,-88.2408347
"3,500",2,1,1 Cabrini Blvd #1-A,,
"2,250",2,1,541 W 156th St #5,40.833129,-73.9440442
"3,700",1,1,429 E 52nd St #35A,40.7547951,-73.9640963
"4,300",3,1,351 E 12th St #PARLOR,40.7303392,-73.9837256
"2,750",1,4,410-412 W 22nd St #5F,,
"7,187",5,3,478 Central Park W #7D,41.5458123,-90.579736
"3,320",2,1,1413 York Ave #8,,
"2,395",1,1,504 E 88th St #1-A,,
"3,500",1,1,400 E 90th St #12A,40.7791831,-73.9472423
"6,950",1,2,130 W 19th St #7C,40.7409309,-73.9962012
"5,995",4,3,1568 2nd Ave #5SPH,40.7748084,-73.9536519
"7,450",3,2,260 W End Ave #14A,40.7796104,-73.9846248
"1,995",2,1,537 W 133rd St #3,40.8183384,-73.9545947
"3,117",2,1,516 W 162nd St #5-B,40.8362684,-73.9409027
"18,000",4,3,191 Chrystie St #5,40.7220272,-73.9923753
"6,000",1,1,150 W 56th St #6105,40.7642714,-73.9795956
"4,308",1,1,85 4th Ave #3EE,40.6815355,-73.979931
"3,750",1,1,188 E 64th St #1504,40.764593,-73.964821
"1,995",1,3,151 E 81st St #A3,40.776209,-73.9572422
"2,750",2,2,155 E 108th St #1,40.7935337,-73.944811
"2,600",3,1,112 Madison St #6,40.6840811,-73.954686
"2,395",2,1,2159 1st Ave #5B,,
"4,400",2,1,65 E 7th St #4,43.4599784,-76.5014311
"2,450",1,1,412 E 50th St #4A,40.7534824,-73.965702
"2,695",3,1,557 W 144th St #5D,40.8256233,-73.9500267
"1,795",1,3,1812 2nd Ave #3RN,40.7826485,-73.9478535
"4,000",3,2,137 W 83rd St #2W,40.7852746,-73.9748152
"1,900",1,1,155 E 108th St #2B,,
"4,195",1,1,271 W 11th St #4B,,
"6,950",1,1,14 W 9th St #3,39.0870272,-84.4921012
"4,000",2,1,340 W 89th St #2F,40.791321,-73.978242
"2,075",1,1,444 E 78th St #17,40.7708169,-73.951705
"36,000",4,4,50 West St #58-B,40.7080103,-74.0149843
"3,500",2,1,19 W 89th St #4R,40.7877089,-73.96855
"2,400",1,4,230 Riverside Dr #17F,,
"2,200",1,3,409 E 81st St #4D,40.7735325,-73.9508924
"3,400",2,1,803 9th Ave #4-S,40.765606,-73.9877865
"15,900",5,4,145 E 81st St,40.7762706,-73.9576239
"9,500",3,2,200 E 61st St #18DE,40.7625289,-73.9654889
"3,095",2,1,240 E 21st St #5RE,34.4194029,-103.2034066
"3,500",1,1,43 W 9th St #4R,40.6767368,-74.0048462
"4,150",2,1,5 W 91st St #2A,40.78898,-73.9676379
"3,350",2,1,5 Saint Marks Pl #4,40.7295118,-73.9892642
"5,795",2,2,184 Lexington Ave #6B,40.744911,-73.9811205
"3,025",1,4,145 W 58th St #11F,40.765807,-73.978095
"26,000",3,3,505 W 19th St #5W,,
"2,699",1,4,199 Bowery #6E,40.7210677,-73.9933534
"4,500",2,1,160 Bleecker St #5CE,40.728434,-74.0001734
"7,000",2,2,250 W 90th St #2H,40.7911,-73.97537
"1,999",2,1,206 W 148th St #2Q,40.8237586,-73.9386415
"3,500",3,1,1 Cabrini Blvd #4E,,
"2,800",1,4,165 Christopher St #5Q,,
"2,200",1,4,454 W 34th St #8D,40.7538753,-73.9985467
"4,500",2,1,200 E 84th St #2H,40.7772227,-73.9546737
"2,395",2,1,414 E 119th St #2RE,40.7975061,-73.9333826
"6,417",1,1,50 West St #34A,,
"3,950",1,1,400 E 54th St #9G,40.7560351,-73.9641006
"6,600",2,2,22 E 36th St #9-B,40.7488749,-73.9818298
"3,100",1,1,118 E 4th St #16,33.7478046,-117.8668158
"3,800",3,2,90 Pinehurst Ave #5C,40.8510104,-73.9396297
"4,200",3,2,1 Cabrini Blvd #3F,40.8483734,-73.9410054
"3,200",1,1,120 E 4th St #3J,33.747755,-117.866738
"3,800",3,2,90 Pinehurst Ave #1C,40.8510104,-73.9396297
"3,600",1,1,150 W 51st St #1906,40.7614321,-73.9825389
"4,800",2,1,194 E 2nd St #3J,,
"6,700",3,2,117 Beekman St #3E,,
"6,325",3,2,310 Greenwich St #3104L,40.7176569,-74.0110387
"11,495",3,3,55 Wall St #520,40.7060794,-74.0093213
"2,375",1,1,131 W 75th St #5B,40.780138,-73.978608
"2,400",2,1,523 W 141st St #4,,
"4,800",2,2,150 E 57th St #9E,40.760421,-73.9686136
"15,000",2,2,520 W 28th St #17,40.7511711,-74.00271
"3,800",1,1,150 W 51st St #1509,40.7614321,-73.9825389
"5,595",2,1,40 Harrison St #TH336A,40.7191115,-74.0108824
"4,995",1,1,254 Park Ave S #11P,,
"2,541",1,1,484 E 74th St #8,,
"3,995",3,1,106 Fulton St #7-C,40.7097029,-74.0070071
"22,000",3,3,390 W End Ave #7J,,
"2,595",2,1,204 Saint Nicholas Ave #6,40.8068934,-73.9525522
"5,100",4,1,336 W 47th St #4C,,
"2,699",1,1,64 W 69th St #2A,40.774991,-73.979641
"2,199",1,4,79 W 127th St #4C,,
"3,195",1,1,200 W 108th St #16B,40.8017879,-73.9651719
"2,287",1,1,52 W 88th St #3R,40.7872462,-73.970458
"2,850",1,1,407 E 81st St #4B,40.773552,-73.950887
"3,495",1,1,222 E 3rd St #3D,35.2236954,-80.8435817
"5,400",2,2,30 Waterside Plz #300128,40.7379302,-73.9728061
"2,395",1,4,215 E 66th St #2151,40.7656334,-73.9624256
"2,800",1,4,145 E 48th St #10G,,
"11,500",1,2,122 Greenwich Ave #6A,40.739198,-74.002429
"4,150",3,2,209 E 10th St #2,,
"5,194",2,1,201 E 86th St #18F,40.7788913,-73.9534929
"3,850",1,1,10 Waterside Plz #100568,40.7368672,-73.9740576
"4,800",3,1,26 Thompson St #3A,,
"2,950",1,1,409 E 6th St #4D,30.266723,-97.7390025
"4,733",2,2,30 Waterside Plz #300008,40.7379302,-73.9728061
"4,633",2,2,10 Waterside Plz #92,40.7368672,-73.9740576
"5,770",2,2,155 W 21st St #8H,40.742683,-73.995684
"6,000",1,2,421 W 54th St #5A,40.7667351,-73.988283
"2,333",1,4,10 Waterside Plz #60,,
"7,685",2,2,105 Duane St #24094,,
"5,600",1,1,1214 5th Ave #30527,40.7914671,-73.9528056
"2,700",1,1,74 Irving Pl #R2,40.7367337,-73.9865447
"27,500",4,3,200 E 69th St #PHF,,
"2,850",1,4,30 Waterside Plz #300598,,
"2,650",1,1,302 W 87th St #93,40.7896361,-73.9780569
"2,400",1,4,5 Tudor City Pl #2008,,
"1,325",1,1,33 Arden St #52,40.8619985,-73.9268313
