price,bedrooms,bathrooms,addr,lat,lng
"2,599",2,1,368 W 52nd St #5A,40.7645412,-73.9875767
"2,995",2,1,301 E 53rd St #1S,40.7567215,-73.9667093
"5,000",1,1,181 E 90th St #6A,40.7816946,-73.9522581
"2,800",1,2,235 W 22nd St #5,40.7441414,-73.9973146
"4,399",4,1,515 W 111th St #2T,40.8041969,-73.9641972
"5,425",2,2,666 Greenwich St #533,40.7320632,-74.0079593
"3,695",2,2,333 E 102nd St #728,40.7874854,-73.9427174
"2,723",1,1,90 West St #3Y,40.709938,-74.0144023
"2,815",1,2,90 West St #9X,40.709938,-74.0144023
"2,900",1,1,140 E 46th St #8J,40.7536593,-73.9739914
"2,700",2,1,208 E 82nd St #17,40.775781,-73.955421
"2,795",2,2,119 E 89th St #1B1,40.7817767,-73.9544744
"2,895",1,1,175 Ludlow St #10,40.7219042,-73.9876547
"3,195",2,1,315 W 102nd St #5C,40.7996291,-73.9711924
"4,499",3,2,515 W 111th St #6I,40.8041969,-73.9641972
"2,150",1,1,216 E 90th St #5RE,40.7807914,-73.9512095
"2,250",1,1,564 Amsterdam Ave #3-B,40.7886792,-73.9746686
"5,175",2,2,666 Greenwich St #608,40.7320632,-74.0079593
"3,400",1,1,155 E 38th St #16B,40.7485389,-73.976428
"2,750",3,1,608 W 189th St #21B,40.854401,-73.9308395
"1,800",1,2,165 Avenue C #2B,40.726119,-73.9776558
"3,000",2,1,71 Thompson St #3A,40.7245237,-74.0031985
"4,395",1,1,500 E 77th St #616,40.769443,-73.950875
"4,495",1,1,40 E 89th St #17C,40.7824973,-73.9572728
"2,150",1,2,155 E 52nd St #7OL,40.7574943,-73.9703594
"2,150",1,2,155 E 52nd St #5OC,40.7574943,-73.9703594
"6,995",1,2,130 W 30th St #10A,40.7476664,-73.9911523
"4,595",1,1,500 E 77th St #2518,40.769443,-73.950875
"5,095",1,1,1365 York Ave #32C,40.7672908,-73.9536094
"11,900",2,2,160 W 62nd St #52C,40.7720756,-73.9861447
"3,990",5,2,723 Saint Nicholas Ave #A6,40.8249971,-73.9444612
"3,865",1,1,756 Washington St #8B,43.2589962,-71.0297923
"3,395",1,1,1755 York Ave #7F,40.779684,-73.9446547
"3,295",1,1,1755 York Ave #25A,40.779684,-73.9446547
"1,975",1,2,303 E 90th St #2-H,40.7803899,-73.9492821
"3,061",1,1,188 Columbus Ave #3FS,40.7752508,-73.9806992
"2,995",1,1,458 W 20th St #3D,40.74542,-74.005181
"2,500",2,1,165 W 127th St #1I,40.8101701,-73.9469012
"2,495",1,1,155 E 52nd St #5KO,40.7574943,-73.9703594
"1,450",1,2,513 W 173rd St #1B,40.843393,-73.935086
"2,536",1,1,165 E 90th St #3B,40.781922,-73.9528018
"3,023",1,1,222 E 39th St #16A,40.7481374,-73.9749155
"2,335",1,1,518 E 88th St #3B,40.7766261,-73.9452046
"2,000",1,1,1685 1st Ave #15,40.7779175,-73.948987
"6,044",2,2,22 E 36th St #5-B,40.7488749,-73.9818298
"2,500",2,1,451 W 44th St #65,40.7608071,-73.9936825
"2,150",1,1,76 Saint Nicholas Pl #3,40.829389,-73.940441
"5,150",3,2,50 W 91st St #2,40.789012,-73.9687165
"4,395",3,1,167 W 81st St #5W,40.7843337,-73.9765077
"1,625",1,1,511 W 167th St #3D,40.8398248,-73.9381376
"8,795",3,2,300 E 56th St #29F,40.7581527,-73.9653023
"3,671",1,1,185 Avenue B #5J,45.6283838,-95.3152566
"2,800",1,1,1360 York Ave #7B,40.766993,-73.953237
"2,300",1,2,223 E 10th St #2,40.7294331,-73.985462
"4,200",1,1,321 Canal St #3,40.7203232,-74.0027838
"1,500",1,2,1224 Saint Nicholas Ave #4D,40.8430315,-73.9379374
"4,195",1,1,1385 York Ave #12H,40.7680258,-73.9532922
"2,900",2,1,1360 York Ave #7J,40.766993,-73.953237
"6,100",2,2,200 Riverside Blvd #31D,40.7789994,-73.9879835
"8,895",2,2,175 W 60th St #45D,40.7710994,-73.9867219
"5,000",1,1,37 E 67th St #5B,40.7685072,-73.9670041
"2,550",2,1,550 W 171st St #5A,40.8423522,-73.9373805
"3,800",2,1,206 W 104th St #23,40.7990353,-73.9670974
"3,500",1,1,520 W 23rd St #6E,40.7478915,-74.005149
"2,438",1,2,20 Exchange Pl #532,40.8772382,-74.1252896
"4,495",1,1,1675 York Ave #7L,40.7777389,-73.9463741
"6,895",2,2,300 E 75th St #27C,40.7704044,-73.9566176
"3,095",1,2,300 E 75th St #32F,40.7704044,-73.9566176
"3,795",1,1,300 E 75th St #19M,40.7704044,-73.9566176
"4,395",1,1,18 Vesey St #R40F,40.7119861,-74.0093676
"4,595",1,1,1385 York Ave #23A,40.7680258,-73.9532922
"3,595",3,1,700 W 178th St #22,40.8483547,-73.9381751
"3,395",2,1,167 W 81st St #5C,40.7843337,-73.9765077
"1,750",1,2,257 E 61st St #2B,40.7620882,-73.9635949
"1,750",1,2,49 W 11th St #19,40.7350242,-73.996913
"5,750",3,1,250 W 14th St #4,40.7393541,-74.0021546
"2,100",1,1,66 Saint Nicholas Pl #53B,40.829118,-73.940639
"2,400",2,1,229 E 10th St #FIVE,40.7293344,-73.9852261
"5,500",2,2,325 E 77th St #4H,40.7717436,-73.9548333
"30,000",4,5,223 E 62nd St,40.7631323,-73.9640959
"3,295",1,1,500 E 77th St #1201,40.769443,-73.950875
"1,925",2,1,1 Bogardus Pl #7C,40.8589309,-73.9292816
"2,950",1,1,315 E 14th St #5A,40.7322398,-73.9840884
"1,900",1,1,165 Seaman Ave #6F,40.8693006,-73.9213344
"3,495",1,2,219 E 25th St #1FF,40.7398517,-73.981121
"2,350",2,1,2484 Adam Clayton Powell Jr Blvd #23,40.821342,-73.9397545
"2,700",2,1,122 Saint Marks Pl #3,40.7267935,-73.983906
"3,500",1,1,50 Pine St #8FL11,42.6340903,-71.3287519
"2,095",1,2,229 E 67th St #1V,40.7660356,-73.9611581
"2,650",1,1,51 Spring St #15,41.9307845,-72.6308406
"1,975",2,1,2546 Adam Clayton Powell Jr Blvd #19A,40.8234063,-73.9382699
"4,500",3,1,352 W 15th St #1,40.7411262,-74.004201
"2,750",1,1,244 E 46th St #2C,40.7524063,-73.970995
"2,750",1,2,145 E 22nd St #4B,40.7386335,-73.9842365
"4,777",2,1,361 E 50th St #4B,40.7542441,-73.9661857
"1,595",1,1,509 W 173rd St #4E,40.843343,-73.93497
"1,725",2,1,64 Hillside Ave #5K,40.9224753,-73.9896618
"1,995",1,1,343 E 65th St #3WW,40.7638221,-73.9597744
"2,100",1,2,229 E 67th St #3A,40.7660356,-73.9611581
"1,575",1,2,422 W 56th St #1,40.7676257,-73.9875356
"2,750",2,1,409 E 87th St #2S,40.7774146,-73.9480782
"4,277",1,1,225 E 39th St #17F,40.7484651,-73.9746573
"1,750",1,2,1380 Riverside Dr #10D,40.8521225,-73.9413228
"4,000",1,1,418 W 20th St #3,40.744844,-74.003831
"5,000",3,1,137 E 35th St #1,40.747299,-73.9793482
"7,000",5,2,168 E 82nd St #1C,40.7763463,-73.9566756
"2,750",1,1,210 W 94th St #6C,40.7929817,-73.9721688
"2,500",2,1,100 W 143rd St #5,40.8191987,-73.9376491
"3,200",1,1,32 Spring St #2,41.9304046,-72.6293786
"3,500",1,1,350 E 52nd St #14C,40.7552855,-73.9656021
"2,250",2,1,401 E 115th St #3,40.7953623,-73.9356648
"3,150",1,1,1623 3rd Ave #21D,40.7257583,-80.3061478
"1,995",1,2,229 E 80th St #1G1,40.7745865,-73.9554
"2,450",2,1,112 E 97th St #4W,40.7866722,-73.951302
"3,500",2,1,401 E 88th St #11E,40.7783213,-73.9478421
"5,999",3,2,72 W 69th St #5E,40.7751478,-73.9798975
"4,795",1,1,350 E 79th St #17G,40.7722841,-73.953306
"1,950",1,2,324 E 59th St #2D,40.7599022,-73.9632576
"2,650",1,1,32 Jones St #5B,40.7296518,-74.0626441
"5,240",1,1,180 W 20th St #26670,40.7419449,-73.9966639
"4,400",2,1,140 W 79th St #7B,40.782346,-73.9770997
"2,500",1,1,309 W 21st St #3B,40.7444521,-73.9999797
"1,915",1,2,1582 1st Ave #4D,40.7744123,-73.9508444
"4,450",3,1,168 E 82nd St #1A,40.7763463,-73.9566756
"1,575",1,2,87 Hamilton Pl #2H,40.8228496,-73.9504551
"3,500",1,1,206 E 35th St #4,40.745986,-73.977284
"2,250",2,1,665 Lenox Ave #2,40.8194348,-73.9374496
"2,595",2,1,11-15 W 123rd St #0-C,40.806298,-73.945424
"6,195",2,2,329 W 38th St #A6,40.7554511,-73.9929236
"2,400",1,2,110 E 36th St #6E,40.7479362,-73.9798992
"2,250",1,1,1570 1st Ave #5G5,40.77392,-73.9511705
"2,075",2,1,1781 Riverside Dr #D,40.8670594,-73.9305846
"16,000",3,2,124 Hudson St #4A,40.7203042,-74.0081795
"2,900",1,1,158 E 7th St #C8,43.4550516,-76.4992041
"4,200",2,1,206 E 35th St #3,40.745986,-73.977284
"4,125",3,2,171 E 81st St #6H,40.7758715,-73.9567362
"1,895",1,1,233 E 111th St #14,40.7943245,-73.940835
"3,400",1,1,1991 Broadway #21B,40.775252,-73.9825923
"2,930",1,1,210 W 83rd St #3R,40.7857975,-73.9770577
"3,750",2,1,244 E 46th St #2A,40.7524063,-73.970995
"3,900",3,2,9 Pinehurst Ave #2-A,41.8376256,-71.4325679
"2,449",1,1,171 E 90th St #3D,40.7818082,-73.9525983
"1,950",1,2,226 E 74th St #1B1,40.7704414,-73.9586065
"6,295",2,2,500 E 77th St #1002,40.769443,-73.950875
"2,595",1,1,315 E 51st St #4A,40.7554019,-73.967228
"2,350",1,1,201 E 81st St #2B2,40.7756166,-73.9560827
"3,300",2,1,117 Perry St #19,40.7351601,-74.0067227
"4,033",4,1,524 W 123rd St #1W,40.8115319,-73.9589838
"2,995",2,1,236 E 13th St #2362,40.7318183,-73.9863998
"2,399",2,1,208 E 7th St #4,34.043175,-118.250309
"3,875",2,2,1680 York Ave #4K,40.7773274,-73.9457182
"2,995",3,2,568 W 192nd St #45,40.8557871,-73.9282485
"6,195",2,2,500 E 85th St #20A,40.7748198,-73.9475118
"2,200",1,2,98 Riverside Dr #1E,40.7865574,-73.9808803
"1,775",1,2,1595 York Ave #5NE,40.7748776,-73.9482133
"2,800",2,1,1021 1st Ave #9O,40.7577837,-73.9638561
"1,949",1,2,417 E 6th St #9,30.2667529,-97.7386812
"4,950",1,2,130 W 81st St #3,40.7836202,-73.9758802
"4,000",2,1,231 W 21st St #3F,37.722582,-97.33955
"5,750",2,2,420 E 79th St #16A,40.7717082,-73.9518307
"3,300",1,1,372 5th Ave #6M,40.7494637,-73.984217
"3,000",1,1,440 W 34th St #11H,40.7538132,-73.9979571
"1,999",1,1,489 2nd Ave #5RN,40.740851,-73.9790928
"3,800",1,1,418 E 59th St #4C,40.7589959,-73.9612423
"1,950",1,2,454 W 45th St #5RE,40.7612234,-73.9937389
"3,175",1,2,720 Greenwich St #7L,40.7346977,-74.0073648
"2,300",2,1,135 Edgecombe Ave #2A,40.8214291,-73.9452206
"3,050",1,2,1 Astor Pl #5E,40.7302222,-73.9924149
"3,250",1,1,1 Minetta St #3B,40.7296291,-74.0017859
"2,500",1,2,108 E 38th St #1103,40.7491154,-73.9788924
"3,895",1,1,330 W 39th St #23D,40.7558225,-73.9928694
"5,395",2,2,330 W 39th St #19B,40.7558225,-73.9928694
"7,595",3,3,240 E 39th St #30G,40.7480649,-73.9745246
"1,995",1,2,1465 5th Ave #4C,40.8021063,-73.9450085
"2,979",2,1,10 W 103rd St #1,40.7962483,-73.9623053
"2,475",1,1,336 W 88th St #PH,40.790655,-73.9785492
"2,100",2,1,132 Seaman Ave #3E,40.8689368,-73.923145
"6,595",2,2,240 E 39th St #12B,40.7480649,-73.9745246
"1,700",1,1,677 W 204th St #56,40.8676622,-73.9231827
"3,600",1,1,150 E 39th St #1401,40.7489353,-73.9765458
"2,500",1,2,250 E 39th St #2D,40.7478785,-73.9738969
"2,400",2,1,31 Tiemann Pl #2,40.815472,-73.959071
"2,100",1,1,1572 Lexington Ave #4B,40.7886929,-73.9491955
"2,200",1,1,242 E 85th St #3A,40.7773257,-73.9527166
"4,000",2,1,501 W 110th St #3F,40.8033221,-73.9641459
"4,695",1,1,1775 York Ave #30F,40.7801829,-73.9445784
"4,795",1,1,10 Barclay St #27H,40.7122637,-74.0091405
"1,700",1,1,631 Edgecombe Ave #4E,40.8375152,-73.9369447
"6,850",2,2,535 W 43rd St #12DN,40.761198,-73.9966464
"2,500",1,3,405 E 56th St #16G,40.7574637,-73.962531
"5,995",1,1,1930 Broadway #16H,,
"4,395",1,1,45 W 60th St #21B,40.76992,-73.9838182
"8,600",3,2,145 E 16th St #18H,40.735007,-73.9863155
"3,450",1,1,77 W 55th St #2J,40.7631099,-73.9776533
"2,500",1,2,150 E 39th St #1105,40.7489353,-73.9765458
"5,500",1,1,20 E 68th St #15A,40.7691961,-73.9677084
"6,795",2,2,240 E 39th St #31C,40.7480649,-73.9745246
"4,750",1,1,322 W 57th St #19N,40.7667994,-73.9841263
"6,595",2,2,10 Liberty St #44G,,
"4,395",1,1,10 Barclay St #40F,40.7122637,-74.0091405
"3,795",1,1,240 E 39th St #20A,40.7480649,-73.9745246
"3,400",1,3,120 Greenwich St #11B,40.7090072,-74.0133887
"4,195",1,1,10 Liberty St #15A,40.707391,-74.0081376
"2,361",2,1,517 W 180th St #5,40.8479155,-73.9319806
"2,475",1,3,165 E 83rd St #5E,40.7772764,-73.9559241
"3,085",1,3,535 W 43rd St #10LS,40.761198,-73.9966464
"2,400",1,3,336 E 86th St #6B,40.7770919,-73.9505315
"2,850",1,2,235 W 22nd St #5C,40.7441414,-73.9973146
"2,378",1,1,4 W 103rd St #1C,40.7961528,-73.962085
"2,841",3,1,3820 Broadway #26,40.8352831,-73.9435824
"4,500",2,1,677 W End Ave #9A,,
"1,718",1,1,302 W 114th St #5D,,
"8,650",2,2,150 Columbus Ave #24F,,
"2,499",2,1,243 E 120th St #1W,40.7999449,-73.93631
"5,500",1,1,40 Broad St #14B,40.7060375,-74.0117772
"4,000",1,1,220 E 54th St #10D,40.7577764,-73.9681637
"3,350",2,1,328 E 78th St #4,40.7719941,-73.9545012
"4,978",2,2,315 W 57th St #8D,40.7673453,-73.9837065
"1,850",1,1,436 Fort Washington Ave #E2,,
"2,999",2,1,248 W 105th St #5N,,
"2,000",1,3,2166 Frederick Douglass Blvd #31,40.8048057,-73.954739
"4,750",2,2,312 E 23rd St #6,40.737329,-73.9802939
"4,583",2,1,160 E 48th St #5Q,40.7545668,-73.9720559
"4,000",1,1,64 W 82nd St #1-R,,
"3,500",1,1,312 Bowery #404,40.7250912,-73.9926717
"2,250",1,3,210 W 94th St #4A,40.7929817,-73.9721688
"2,050",1,1,1731 2nd Ave #1RN,40.7802133,-73.9504161
"2,595",2,1,314 W 105th St #32,40.8011596,-73.9700453
"3,708",1,1,160 E 48th St #10N,40.7545668,-73.9720559
"3,000",1,1,64 W 82nd St #5F,40.7834279,-73.9733868
"2,795",1,3,11 E 36th St #303,,
"4,700",2,1,250 W 104th St #G-1,,
"3,200",1,1,340 W 57th St #6E,40.767258,-73.984671
"2,700",2,1,137 Allen St #4C,,
"3,000",1,1,42-44 W 74th St #3A,40.7781721,-73.9771043
"4,700",1,1,250 E 54th St #33C,,
"2,995",1,1,295 Park Ave S #4G,40.739778,-73.9863746
"20,000",2,2,500 Park Ave #30B,40.7629637,-73.9704746
"2,200",1,3,230 Riverside Dr #12M,40.795468,-73.975299
"4,000",2,1,284 Mott St #2405,40.7243207,-73.9939438
"2,400",1,3,220 W 14th St #D3,40.7388672,-74.0010548
"2,095",1,3,153 Avenue A #14,40.6547421,-92.9919041
"2,150",1,1,354 W 110th St #C4,40.801248,-73.960612
"3,375",2,1,227 E 81st St #4W,40.7752847,-73.955047
"3,250",2,1,220 Avenue A #B5,42.6417208,-94.6783738
"1,995",1,1,531 W 45th St #4C,40.7623172,-73.9952652
"2,950",1,1,294 Broome St #5B,40.7188075,-73.991871
"3,345",2,1,1664 3rd Ave #3S,40.6549349,-74.0073361
"2,698",1,1,515 W 110th St #3S,40.803662,-73.964749
"3,450",2,1,92 Orchard St #18,40.7182684,-73.9900234
"2,895",2,1,118 W 3rd St #4,45.6019279,-121.1857342
"3,850",2,1,120 W 86th St #1C,40.7866147,-73.9731575
"4,250",1,1,415 E 37th St #35N,40.7456286,-73.971305
"2,900",1,3,300 E 40th St #12L,40.7479792,-73.9728327
"3,250",2,1,345 E 9th St #3,40.7284977,-73.985214
"1,625",1,3,1762 2nd Ave #3,40.7814071,-73.9487149
"4,845",2,2,121 Worth St #20M,,
"12,900",2,2,30 Park Pl #53D,40.7130997,-74.0090048
"2,500",1,3,408 W 57th St #9P,40.7680768,-73.98663
"1,850",1,3,405 W 54th St #1D,40.76629,-73.9875862
"3,450",2,1,119 W 88th St #3A,40.7883696,-73.9720532
"2,100",1,3,5 E 67th St #2C,40.7691766,-73.9685666
"2,575",1,1,235 W 18th St #4RW,,
"3,200",1,1,143 Avenue B #4A,41.4049311,-93.5349431
"3,097",2,1,509 W 110th St #4W,,
"1,600",1,1,612 W 137th St #1,40.8216229,-73.9551948
"2,625",1,1,330 W 101st St #4B,40.798706,-73.972092
"2,150",1,1,354 W 110th St #C1,40.801248,-73.960612
"2,245",1,1,209 E 81st St #3,40.7755615,-73.9556826
"2,695",1,1,124 W 75th St #5,40.7797073,-73.9786234
"1,450",1,1,165 Sherman Ave #4C,40.8646009,-73.9225679
"2,600",1,1,508 W End Ave #5B,40.7877859,-73.978273
"13,500",2,2,124 W Houston St #3,40.7278119,-74.0009909
"3,525",1,1,151 W 16th St #2A,40.7397592,-73.9979532
"1,795",1,3,303 E 5th St #A4,34.045086,-118.245083
"2,900",2,1,206 E 85th St #2,40.7778202,-73.9541461
"4,028",2,1,295 Park Ave S #1325,40.739778,-73.9863746
"5,350",2,1,785 W End Ave #14A,40.7968325,-73.9724174
"2,600",1,3,333 E 49th St #2M,,
"2,695",2,1,106 Mulberry St #40,40.7173323,-73.9981743
"2,150",1,1,1685 1st Ave #4,40.7779175,-73.948987
"1,850",1,3,610 W 174th St #1G,40.8448859,-73.9377863
"2,450",1,1,353 E 18th St #2A,33.6344674,-117.9110474
"1,550",1,3,344 E 76th St #3,40.7707939,-73.9555174
"1,750",1,3,257 E 61st St #2D,40.7620882,-73.9635949
"3,300",1,1,178 E 80th St #21D,40.7749992,-73.9574428
"3,111",1,1,361 E 50th St #5C,40.7542441,-73.9661857
"2,500",1,1,181 Prince St #1B,40.7265124,-74.0019711
"2,825",1,1,344 E 85th St #3C,40.7763171,-73.9506418
"6,000",6,3,15 W 107th St #41,40.7992752,-73.9603306
"3,997",3,1,248 W 105th St #3H,40.8005407,-73.9683987
"6,833",3,2,160 E 48th St #7A,40.7545668,-73.9720559
"2,400",1,1,242 E 79th St #3D,40.7733804,-73.9558144
"1,825",1,3,407 E 87th St #3B,40.7774507,-73.9481566
"3,195",2,1,106 Fulton St #10H,40.7097029,-74.0070071
"2,600",1,1,59 W 76th St #4B,40.7801168,-73.9765565
"4,110",1,1,221 W 29th St #8F,40.7483767,-73.9936601
"4,500",2,2,23 W 116th St #4C,40.8013012,-73.9474919
"3,450",1,1,632 E 11th St #1A,,
"2,100",1,1,1441 York Ave #4N,40.7698944,-73.9519016
"2,550",1,1,308 W 105th St #1A,40.8010784,-73.9698477
"3,150",1,1,62 W 85th St #2B,40.7852996,-73.9719836
"4,995",3,2,92 Morningside Ave #2F,40.809496,-73.954959
"3,850",1,1,150 W 51st St #1109,40.7614321,-73.9825389
"2,795",2,1,340 E 5th St #B2,,
"2,800",1,1,817 W End Ave #2CC,40.7977671,-73.9717993
"2,500",2,1,400 W 128th St #55A,,
"2,940",1,1,309 E 75th St #9,40.7706537,-73.9562989
"3,195",1,1,121 Reade St #8N,40.7161132,-74.0095015
"2,695",2,1,1574 2nd Ave #3S,40.7750381,-73.9535392
"4,995",2,1,15 Park Ave #16A,40.747546,-73.9806799
"1,695",1,3,1611 2nd Ave #203,40.7764066,-73.9532258
"1,925",1,1,139 Payson Ave #3A,40.8686139,-73.924985
"5,100",2,2,273 W 22nd St #1A,40.744355,-73.9983275
"2,600",2,1,170 Claremont Ave #7,40.813861,-73.960661
"2,450",1,3,1 Wall Street Ct #808,41.3080959,-72.9209965
"2,095",1,1,137 E 26th St #E2,40.7413778,-73.9828024
"3,695",1,1,230 W 55th St #15F,40.7647479,-73.9827276
"1,795",1,3,176 Ludlow St #3H,40.721668,-73.987267
"5,000",2,1,233 W 21st St #5B,40.7436506,-73.9980332
"1,750",1,3,174 Ludlow St #11,40.7215891,-73.9873471
"2,250",1,1,220 E 36th St #B6,40.7463529,-73.9761559
"3,595",1,1,101 W 55th St #802,40.7633519,-73.9782541
"2,795",1,1,317 E 74th St #1C,40.7698848,-73.9563811
"3,485",1,1,350 W 43rd St #8B,40.7585534,-73.9912552
"4,395",2,1,205-235 E 95th St #B19D,40.784169,-73.9479526
"2,895",2,1,611 E 11th St #5D,40.7273672,-73.9786665
"2,850",2,1,111 Mott St #10,40.7176093,-73.9975361
"2,100",1,3,162 E 55th St #2A,40.7589471,-73.9688791
"3,495",1,1,95 Worth St #810,40.7162061,-74.0040725
"3,023",1,1,1501 Lexington Ave #2M,40.7862659,-73.950308
"8,795",3,2,424 W End Ave #1505,40.7854225,-73.9802367
"2,895",1,1,324 W 84th St #21,40.7878122,-73.9799451
"3,150",2,1,312 W 48th St #12,40.7611646,-73.9878557
"9,500",2,2,40 E 61st St #15B,40.7643042,-73.9698147
"2,395",1,4,207 E 27th St #5C,36.1255169,-95.9810108
"2,950",1,4,1 Irving Pl #P17I,40.7348011,-73.9890846
"3,300",2,1,100 Suffolk St #3W,40.7184631,-73.9860926
"6,200",1,1,45 Christopher St #16F,40.7339733,-74.0018494
"2,895",1,1,404 E 88th St #2F,40.7778062,-73.947998
"3,400",1,1,1 Lincoln Plz #24V,40.7715807,-73.9811807
"7,380",3,3,515 9th Ave #11F,40.756356,-73.9944858
"2,875",2,1,326 E 58th St #6E,40.7592786,-73.9636581
"3,450",3,2,122 E 102nd St #1B,40.7897255,-73.9487309
"20,000",3,3,50 Riverside Blvd #5C,40.7739906,-73.9913505
"3,650",2,1,384 Broome St #1R,40.7206081,-73.9965332
"3,395",1,4,213 W 13th St #5C,40.7383404,-74.0009257
"10,500",2,2,10 Sullivan St #3C,43.266434,-70.8642358
"3,250",2,1,235 Eldridge St #22,40.7224441,-73.9899847
"3,000",1,1,1601 3rd Ave #16C,40.4214274,-78.4388673
"6,150",4,2,233 E 82nd St #1CD,40.7757855,-73.9542601
"3,495",1,1,120 E 34th St #3C,40.7464441,-73.9802022
"4,700",2,1,52 Spring St #4R,32.7924739,-79.9429561
"2,250",2,1,236 E 95th St #4F,40.7835996,-73.9481347
"2,200",2,1,600 W 192nd St #44,40.8562511,-73.9291409
"3,675",1,1,48 E 66th St #4R,40.767546,-73.967823
"2,400",1,1,417 E 9th St #10,40.7279742,-73.9838438
"2,995",1,4,100 W 58th St #10A,40.7649394,-73.9771489
"4,061",1,1,175 E 96th St #26B,40.7856733,-73.9495341
"3,000",2,1,144 1st Ave #2,40.7279225,-73.9847675
"5,660",3,1,210 E 22nd St #6P,40.7377438,-73.9831115
"2,150",1,1,86 Fort Washington Ave #1K,40.8380018,-73.9435058
"3,400",1,2,211-213 E 73rd St #1E,40.770296,-73.959183
"6,500",2,2,50 Franklin St #2D,40.717182,-74.002593
"5,000",3,1,203 Spring St #6,32.7875363,-79.9524911
"1,950",1,1,580 Saint Nicholas Ave #F2,40.819959,-73.9462417
"2,100",2,1,1314 Riverside Dr #5B,40.8501679,-73.942603
"2,550",1,1,W 15th St and 8th Ave,40.740444,-74.002019
"7,103",3,3,180 Water St #2309,40.7069308,-74.0053852
"1,850",1,1,529 W 158th St #6D,40.8342524,-73.9428636
"2,100",1,4,181 E 119th St #6K,40.8002087,-73.938782
"2,495",1,1,327-333 E 90th St #3H,40.7799589,-73.9482568
"2,575",1,1,137 E 30th St #2AA,40.7438029,-73.9808403
"1,970",1,1,137 W 137th St #6E,40.81634,-73.9415603
"2,400",1,1,317 E 14th St #4B,40.7322087,-73.9840159
"12,500",3,2,103 5th Ave #8THFLOOR,40.7381152,-73.9917091
"6,695",1,1,53 Howard St #2D,40.7202117,-74.0021308
"2,575",1,1,174 E 85th St #B,40.778192,-73.955212
"2,600",1,1,437 W 54th St #3B,40.7668968,-73.9887328
"2,383",1,1,207 W 115th St #2B,40.8030647,-73.9537801
"3,400",1,1,435 E 86th St #6D,40.7765427,-73.9478905
"3,350",1,1,227 Mott St #14,40.722505,-73.9953796
"1,975",1,1,231 E 117th St #3A,40.7982006,-73.9379778
"7,200",1,1,167 Spring St #5,32.7884873,-79.9506035
"2,675",1,1,329 Pleasant Ave #4A,42.7206478,-78.8407425
"3,195",1,1,26 Greenwich Ave #4F,40.7349954,-73.9999271
"2,200",2,1,501 W 135th St #16,40.8192294,-73.9523994
"7,395",3,3,140 W 86th St #9A,40.7868682,-73.9737246
"3,500",1,1,25 W 13th St #1DS,40.7361101,-73.9954993
"38,000",3,3,145 Hudson St #13A,40.7210615,-74.0086055
"2,250",1,1,347 W 16th St #CTHREE,40.742077,-74.003343
"2,300",1,1,233 E 81st St #4A,40.7751717,-73.9548013
"2,175",1,1,248 E 90th St #5B,40.7804437,-73.9504312
"4,650",1,1,425 5th Ave #40D,40.751017,-73.982279
"2,595",1,4,322 W 45th St #8E,40.7594468,-73.9896118
"4,600",3,1,454 W 22nd St #A3,40.7464106,-74.0037236
"5,000",4,3,337 E 82nd St #3,40.774845,-73.9521258
"1,695",1,4,315 W 77th St #1BB,,
"2,895",1,1,119 W 15th St #2RW,40.7386108,-73.9971139
"2,600",1,4,210 East Broadway #H1802,40.7147024,-73.9878854
"2,900",1,1,169 E 91st St #8D,40.7823774,-73.9520882
"3,695",3,1,520 E 6th St #4,30.266835,-97.737302
"1,875",1,1,128 Fort Washington Ave #6B,40.8393564,-73.9430349
"2,900",2,1,201 W 92nd St #5T,40.7917966,-73.9725548
"4,000",3,1,203 Rivington St #FOURC,40.7182485,-73.9830713
"2,395",1,1,344 E 9th St #1,40.7283114,-73.9856634
"1,975",1,1,220 E 116th St #7,41.682761,-87.6170003
"3,200",2,2,31 Monroe St #8A,40.6848002,-73.9578831
"4,195",2,1,175 W 87th St #4A,40.7883639,-73.9740784
"2,395",2,1,234 E 116th St #14,40.7971943,-73.9387383
"3,150",2,1,320 W End Ave #1D,40.7818517,-73.9826992
"4,200",2,2,26 Clinton St #6A,40.7204579,-73.9841388
"3,899",3,1,73 E 2nd St #E4,35.6525276,-97.2916302
"4,000",1,4,12 E 62nd St #1F,40.7656007,-73.9708492
"2,895",2,1,318 E 90th St #5E,40.7797981,-73.9488424
"2,850",1,1,329 Pleasant Ave #6B,42.7206478,-78.8407425
"2,200",1,4,329 Pleasant Ave #4B,42.7206478,-78.8407425
"1,945",1,4,165 Attorney St #5C,40.720852,-73.983483
"4,500",1,1,23 Waverly Pl #4P,40.7304294,-73.9943766
"4,295",2,1,175 W 87th St #18G,40.7883639,-73.9740784
"4,300",1,1,116 W 78th St #2,40.7814776,-73.9769271
"2,250",1,4,1436 Lexington Ave #4-D,40.7844177,-73.9522652
"4,000",3,1,454 W 22nd St #5CC,40.7464106,-74.0037236
"2,350",2,1,611 W 135th St #52,40.8206921,-73.9557558
"3,150",2,1,139 Essex St #11,40.720393,-73.9875605
"3,195",1,1,50 W 72nd St #1511,40.7769964,-73.9784866
"2,975",1,1,329 Pleasant Ave #8A,42.7206478,-78.8407425
"3,799",3,1,430 E 13th St #F66,40.7300261,-73.9819945
